player_id,install_date,country,device_type,acquisition_channel,campaign_name,sessions_day_1,sessions_day_7,total_playtime_minutes,levels_completed,in_app_purchases_gbp,ad_views,retained_day_1,retained_day_7,retained_day_30,churned,basic_player_segment
P00215,2026-03-31,United Kingdom,iOS,Organic,Organic,1,0,77.1,6,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00216,2026-02-01,United States,PC,Organic,Organic,4,5,121.9,8,0.0,9,1,1,1,0,Loyal/Engaged
P00217,2026-03-11,Canada,iOS,TikTok Ads,TT_Retention_Test,3,2,112.7,10,0.0,3,1,1,0,1,Churned
P00218,2026-02-01,Japan,PC,Organic,Organic,6,2,103.3,3,0.0,5,1,1,0,1,Churned
P00219,2026-03-09,South Korea,PC,App Store Search,Store_Search_Generic,5,11,182.8,11,0.0,28,1,1,0,1,Churned
P00220,2026-02-24,United Kingdom,Android,Influencer Campaign,Creator_C,4,5,119.4,5,0.0,9,1,1,1,0,Loyal/Engaged
P00221,2026-03-16,Brazil,Android,Organic,Organic,5,11,182.8,12,0.0,23,1,1,1,0,Loyal/Engaged
P00222,2026-02-25,United States,Android,Google Ads,GAds_AppInstall,4,11,184.9,11,9.99,20,1,1,0,1,Churned
P00223,2026-01-17,Canada,Android,App Store Search,Store_Search_Brand,1,3,84.0,7,19.99,13,1,1,1,0,High-Value Retained
P00224,2026-02-07,Brazil,iOS,Influencer Campaign,Creator_B,6,5,155.8,9,0.0,16,1,1,1,0,Loyal/Engaged
P00225,2026-01-24,Japan,Android,Google Ads,GAds_Search,2,0,11.2,1,0.0,0,1,0,1,0,At-Risk Early Drop-off
P00226,2026-03-10,South Korea,Android,App Store Search,Store_Search_Generic,3,2,82.6,8,0.0,6,1,1,0,1,Churned
P00227,2026-03-11,Germany,iOS,App Store Search,Store_Search_Brand,3,12,188.3,13,0.0,25,1,1,0,1,Churned
P00228,2026-03-27,United States,Android,Facebook Ads,FB_Retargeting,3,4,90.8,8,0.0,8,1,1,1,0,New/Casual
P00229,2026-01-11,India,iOS,Organic,Organic,1,0,46.3,4,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00230,2026-01-16,United States,Android,TikTok Ads,TT_Retention_Test,7,12,221.2,13,0.0,27,1,1,0,1,Churned
P00231,2026-03-14,Germany,Android,Influencer Campaign,Creator_A,4,2,125.6,9,0.0,5,1,1,0,1,Churned
P00232,2026-02-28,United States,iOS,Organic,Organic,3,5,148.7,11,0.0,7,1,1,0,1,Churned
P00233,2026-03-11,France,PC,Influencer Campaign,Creator_C,6,3,148.5,6,1.99,5,1,1,0,1,Churned
P00234,2026-03-21,United States,Android,Organic,Organic,7,3,114.6,9,0.0,5,1,1,1,0,New/Casual
P00235,2026-01-03,United States,Android,Organic,Organic,4,10,162.9,12,0.0,27,1,1,0,1,Churned
P00236,2026-01-20,Japan,Android,TikTok Ads,TT_Launch_Boost,3,5,121.1,9,0.0,9,1,1,0,1,Churned
P00237,2026-02-28,United Kingdom,Android,Organic,Organic,4,8,159.2,11,0.0,21,1,1,0,1,Churned
P00238,2026-02-05,Nigeria,iOS,App Store Search,Store_Search_Generic,3,2,67.8,1,0.0,4,1,1,1,0,New/Casual
P00239,2026-01-19,United States,Android,Influencer Campaign,Creator_A,2,2,45.6,4,0.0,3,1,1,0,1,Churned
P00240,2026-03-31,United Kingdom,iOS,Influencer Campaign,Creator_B,1,1,54.0,9,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00241,2026-03-08,United Kingdom,Android,Google Ads,GAds_Display,11,14,280.9,18,0.0,35,1,1,1,0,Loyal/Engaged
P00242,2026-01-19,United Kingdom,PC,Organic,Organic,3,7,160.2,10,0.0,19,1,1,1,0,Loyal/Engaged
P00243,2026-01-20,India,iOS,Google Ads,GAds_Search,7,8,203.6,13,0.0,21,1,1,0,1,Churned
P00244,2026-03-12,United States,iOS,Google Ads,GAds_AppInstall,4,13,250.5,17,49.99,25,1,1,1,0,High-Value Retained
P00245,2026-02-21,South Korea,Android,Google Ads,GAds_Search,3,5,87.5,8,0.0,11,1,1,0,1,Churned
P00246,2026-02-02,Germany,iOS,Organic,Organic,3,6,141.0,9,0.0,9,1,1,1,0,Loyal/Engaged
P00247,2026-02-09,Canada,Android,Google Ads,GAds_AppInstall,7,9,180.8,13,0.0,19,1,1,0,1,Churned
P00248,2026-02-08,Germany,iOS,Google Ads,GAds_Search,4,8,132.5,13,0.0,14,1,1,0,1,Churned
P00249,2026-03-23,Nigeria,iOS,App Store Search,Store_Search_Generic,4,2,80.3,8,0.0,4,1,1,0,1,Churned
P00250,2026-01-01,Brazil,PC,Influencer Campaign,Creator_B,1,1,81.7,11,4.99,3,1,0,0,1,At-Risk Early Drop-off
P00251,2026-01-11,United States,Android,Google Ads,GAds_AppInstall,4,6,129.7,8,0.0,11,1,1,1,0,Loyal/Engaged
P00252,2026-02-26,United States,Android,Google Ads,GAds_Search,6,4,170.1,15,0.0,10,1,1,0,1,Churned
P00253,2026-03-30,Japan,iOS,Facebook Ads,FB_Lookalike,1,0,56.7,4,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00254,2026-02-19,South Korea,Android,Organic,Organic,5,9,173.1,12,0.0,16,1,1,0,1,Churned
P00255,2026-01-23,Japan,Android,Influencer Campaign,Creator_C,2,8,176.0,13,0.0,16,1,1,0,1,Churned
P00256,2026-01-31,Canada,Android,Influencer Campaign,Creator_C,3,2,94.1,6,0.0,4,1,1,0,1,Churned
P00257,2026-02-11,India,Android,TikTok Ads,TT_Retention_Test,3,0,35.7,4,0.0,1,1,0,0,1,At-Risk Early Drop-off
P00258,2026-01-07,Nigeria,Android,TikTok Ads,TT_Retention_Test,1,0,89.5,9,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00259,2026-01-16,Nigeria,Android,Organic,Organic,0,0,41.5,3,0.0,0,0,0,0,1,Churned
P00260,2026-03-31,United States,iOS,Google Ads,GAds_AppInstall,4,1,79.5,10,0.0,3,1,0,0,1,At-Risk Early Drop-off
P00261,2026-03-01,Germany,Android,Organic,Organic,7,6,141.6,7,0.0,12,1,1,1,0,Loyal/Engaged
P00262,2026-01-02,United States,iOS,Influencer Campaign,Creator_B,3,2,112.5,12,0.0,2,1,1,0,1,Churned
P00263,2026-01-01,United States,Android,Organic,Organic,4,6,151.9,12,0.0,13,1,1,1,0,Loyal/Engaged
P00264,2026-02-17,India,iOS,TikTok Ads,TT_Gameplay_Clips,3,3,110.7,8,0.0,4,1,1,0,1,Churned
P00265,2026-01-12,United States,Android,App Store Search,Store_Search_Brand,9,9,202.3,12,0.0,24,1,1,1,0,Loyal/Engaged
P00266,2026-03-10,United Kingdom,Android,Facebook Ads,FB_Lookalike,1,1,75.9,5,0.0,1,1,0,0,1,At-Risk Early Drop-off
P00267,2026-02-06,United Kingdom,iOS,TikTok Ads,TT_Launch_Boost,2,1,85.8,6,0.0,3,1,0,0,1,At-Risk Early Drop-off
P00268,2026-02-01,South Korea,iOS,Organic,Organic,7,7,158.3,11,0.0,10,1,1,0,1,Churned
P00269,2026-01-09,Nigeria,iOS,Organic,Organic,9,18,287.6,20,0.0,33,1,1,0,1,Churned
P00270,2026-01-19,Canada,Android,Facebook Ads,FB_Lookalike,6,7,181.5,16,0.0,14,1,1,1,0,Loyal/Engaged
P00271,2026-02-17,India,Android,Organic,Organic,5,7,119.7,9,0.0,17,1,1,1,0,Loyal/Engaged
P00272,2026-03-21,India,iOS,Google Ads,GAds_AppInstall,6,15,266.8,15,0.0,21,1,1,1,0,Loyal/Engaged
P00273,2026-01-03,United States,Android,App Store Search,Store_Search_Generic,7,3,115.8,7,0.0,8,1,1,0,1,Churned
P00274,2026-01-20,France,iOS,Organic,Organic,6,0,113.5,8,0.0,0,1,1,0,1,Churned
P00275,2026-01-24,India,Android,Influencer Campaign,Creator_B,9,14,265.2,15,1.99,27,1,1,1,0,High-Value Retained
P00276,2026-02-23,France,PC,App Store Search,Store_Search_Generic,9,11,266.7,14,0.0,21,1,1,0,1,Churned
P00277,2026-02-02,United Kingdom,iOS,Organic,Organic,13,12,270.1,21,9.99,16,1,1,0,1,Churned
P00278,2026-01-24,Japan,Android,Influencer Campaign,Creator_B,2,2,100.0,8,0.0,4,1,1,0,1,Churned
P00279,2026-03-16,Germany,iOS,Google Ads,GAds_AppInstall,3,2,134.5,8,0.0,6,1,1,0,1,Churned
P00280,2026-03-13,United States,iOS,App Store Search,Store_Search_Brand,8,6,144.3,12,0.0,7,1,1,0,1,Churned
P00281,2026-02-05,Canada,iOS,Google Ads,GAds_Search,7,6,170.3,9,4.99,7,1,1,1,0,High-Value Retained
P00282,2026-02-07,United Kingdom,iOS,Facebook Ads,FB_Interest_Gaming,2,2,143.7,8,0.0,4,1,1,0,1,Churned
P00283,2026-03-25,United Kingdom,Android,Google Ads,GAds_Display,5,7,160.7,9,0.0,30,1,1,1,0,Loyal/Engaged
P00284,2026-03-30,Brazil,Android,Influencer Campaign,Creator_B,1,4,92.5,10,0.0,8,1,1,0,1,Churned
P00285,2026-01-25,United Kingdom,Android,Facebook Ads,FB_Lookalike,6,4,150.7,10,9.99,9,1,1,1,0,High-Value Retained
P00286,2026-01-18,Canada,iOS,Google Ads,GAds_AppInstall,3,2,84.0,2,1.99,3,1,1,0,1,Churned
P00287,2026-03-23,Nigeria,iOS,Influencer Campaign,Creator_B,10,8,168.3,14,0.0,19,1,1,1,0,Loyal/Engaged
P00288,2026-03-07,United Kingdom,Android,Organic,Organic,2,3,115.3,8,0.0,6,1,1,0,1,Churned
P00289,2026-02-23,South Korea,PC,Organic,Organic,7,4,88.9,3,0.0,9,1,1,0,1,Churned
P00290,2026-02-04,United States,iOS,Organic,Organic,1,4,80.6,6,0.0,9,1,1,0,1,Churned
P00291,2026-03-21,United States,Android,TikTok Ads,TT_Launch_Boost,3,0,89.2,8,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00292,2026-03-02,United States,Android,Organic,Organic,6,5,134.1,10,4.99,12,1,1,1,0,High-Value Retained
P00293,2026-02-10,United States,Android,App Store Search,Store_Search_Generic,4,3,85.7,10,0.0,6,1,1,0,1,Churned
P00294,2026-02-02,United Kingdom,Android,Organic,Organic,4,6,161.0,9,0.0,8,1,1,0,1,Churned
P00295,2026-03-09,Brazil,iOS,Facebook Ads,FB_Lookalike,0,2,37.7,4,0.0,4,0,1,0,1,Churned
P00296,2026-02-02,South Korea,iOS,Organic,Organic,10,10,204.4,12,0.0,20,1,1,1,0,Loyal/Engaged
P00297,2026-01-14,United States,Android,Influencer Campaign,Creator_C,6,11,221.9,11,0.0,17,1,1,1,0,Loyal/Engaged
P00298,2026-01-21,France,iOS,App Store Search,Store_Search_Generic,1,4,86.4,9,0.0,10,1,1,0,1,Churned
P00299,2026-02-17,Brazil,PC,Google Ads,GAds_Display,1,5,71.9,7,0.0,11,1,1,1,0,Loyal/Engaged
P00300,2026-01-20,India,iOS,Influencer Campaign,Creator_C,2,1,78.9,7,0.0,3,1,0,0,1,At-Risk Early Drop-off
P00301,2026-01-08,Canada,iOS,Organic,Organic,2,3,98.6,8,0.0,8,1,1,1,0,New/Casual
P00302,2026-01-07,United States,Android,Influencer Campaign,Creator_A,2,0,42.0,3,0.0,1,1,0,0,1,At-Risk Early Drop-off
P00303,2026-03-08,United States,iOS,Organic,Organic,7,14,251.7,14,4.99,34,1,1,0,1,Churned
P00304,2026-01-17,Brazil,Android,App Store Search,Store_Search_Brand,2,12,206.8,14,0.0,29,1,1,0,1,Churned
P00305,2026-02-02,India,Android,Organic,Organic,9,9,244.8,18,1.99,23,1,1,0,1,Churned
P00306,2026-02-17,United States,PC,Google Ads,GAds_Search,9,3,135.9,13,0.0,5,1,1,1,0,New/Casual
P00307,2026-03-17,United States,Android,Facebook Ads,FB_Retargeting,3,0,75.4,8,0.0,1,1,0,0,1,At-Risk Early Drop-off
P00308,2026-02-28,Japan,Android,Organic,Organic,2,2,89.1,7,0.0,5,1,1,0,1,Churned
P00309,2026-03-27,India,Android,Organic,Organic,3,5,141.0,10,0.0,12,1,1,0,1,Churned
P00310,2026-01-22,South Korea,PC,Organic,Organic,3,3,96.0,7,0.0,13,1,1,0,1,Churned
P00311,2026-01-30,Brazil,iOS,TikTok Ads,TT_Gameplay_Clips,4,3,80.2,4,0.0,6,1,1,0,1,Churned
P00312,2026-02-07,Canada,iOS,Google Ads,GAds_AppInstall,3,5,107.4,8,0.0,8,1,1,0,1,Churned
P00313,2026-02-20,Germany,iOS,Organic,Organic,3,2,91.6,4,0.0,3,1,1,0,1,Churned
P00314,2026-02-23,France,iOS,TikTok Ads,TT_Launch_Boost,8,3,180.5,12,0.0,8,1,1,0,1,Churned
P00315,2026-01-08,United Kingdom,Android,Organic,Organic,13,9,234.9,18,0.0,20,1,1,1,0,Loyal/Engaged
P00316,2026-01-27,Germany,Android,Influencer Campaign,Creator_C,6,6,175.1,13,0.0,16,1,1,1,0,Loyal/Engaged
P00317,2026-01-27,Brazil,Android,Organic,Organic,6,6,146.8,8,0.0,16,1,1,1,0,Loyal/Engaged
P00318,2026-01-21,United Kingdom,iOS,TikTok Ads,TT_Retention_Test,5,1,89.8,7,0.0,6,1,0,0,1,At-Risk Early Drop-off
P00319,2026-01-30,India,Android,Organic,Organic,3,4,144.9,8,0.0,11,1,1,0,1,Churned
P00320,2026-01-28,Germany,iOS,TikTok Ads,TT_Launch_Boost,2,1,82.1,6,0.0,1,1,0,0,1,At-Risk Early Drop-off
P00321,2026-03-05,South Korea,Android,Influencer Campaign,Creator_C,2,8,116.0,11,0.0,17,1,1,0,1,Churned
P00322,2026-03-10,United Kingdom,Android,TikTok Ads,TT_Retention_Test,2,2,60.7,7,0.0,4,1,1,0,1,Churned
P00323,2026-03-02,United States,iOS,Organic,Organic,8,5,190.4,18,0.0,10,1,1,1,0,Loyal/Engaged
P00324,2026-02-17,Germany,iOS,Facebook Ads,FB_Lookalike,2,11,186.5,15,0.0,25,1,1,1,0,Loyal/Engaged
P00325,2026-01-19,United States,iOS,Influencer Campaign,Creator_B,0,0,6.3,3,0.0,0,0,0,0,1,Churned
P00326,2026-01-04,Brazil,Android,Organic,Organic,2,3,66.5,7,1.99,7,1,1,1,0,High-Value Retained
P00327,2026-02-04,Brazil,PC,Facebook Ads,FB_Interest_Gaming,4,7,168.6,11,0.0,17,1,1,1,0,Loyal/Engaged
P00328,2026-03-05,United Kingdom,Android,App Store Search,Store_Search_Generic,5,8,195.9,11,0.0,15,1,1,0,1,Churned
P00329,2026-02-18,Nigeria,iOS,Organic,Organic,4,9,175.4,14,4.99,20,1,1,1,0,High-Value Retained
P00330,2026-01-17,Nigeria,iOS,Facebook Ads,FB_Interest_Gaming,4,2,152.9,13,0.0,5,1,1,1,0,New/Casual
P00331,2026-02-13,United States,Android,Facebook Ads,FB_Lookalike,10,3,171.6,11,0.0,6,1,1,0,1,Churned
P00332,2026-01-30,Japan,Android,Google Ads,GAds_Search,2,2,68.9,6,0.0,4,1,1,0,1,Churned
P00333,2026-02-15,India,iOS,Organic,Organic,2,2,54.6,8,0.0,2,1,1,0,1,Churned
P00334,2026-01-06,France,iOS,Organic,Organic,0,7,94.6,9,0.0,17,0,1,0,1,Churned
P00335,2026-02-06,Brazil,Android,Influencer Campaign,Creator_A,1,0,51.4,2,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00336,2026-01-24,Nigeria,iOS,App Store Search,Store_Search_Brand,5,14,230.8,15,0.0,24,1,1,1,0,Loyal/Engaged
P00337,2026-02-15,Japan,iOS,Facebook Ads,FB_Interest_Gaming,2,0,92.8,7,0.0,0,1,1,1,0,New/Casual
P00338,2026-02-22,France,iOS,TikTok Ads,TT_Gameplay_Clips,6,11,251.7,18,0.0,31,1,1,1,0,Loyal/Engaged
P00339,2026-03-01,Brazil,Android,Facebook Ads,FB_Retargeting,2,0,66.8,8,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00340,2026-03-04,India,Android,Google Ads,GAds_Search,8,14,237.5,18,0.0,34,1,1,1,0,Loyal/Engaged
P00341,2026-03-26,United States,PC,TikTok Ads,TT_Retention_Test,8,2,106.2,6,0.0,6,1,1,1,0,New/Casual
P00342,2026-02-01,India,Android,Organic,Organic,5,4,154.4,9,0.0,13,1,1,1,0,New/Casual
P00343,2026-03-28,United States,Android,Influencer Campaign,Creator_A,1,6,100.9,10,0.0,9,1,1,1,0,Loyal/Engaged
P00344,2026-02-02,United States,iOS,TikTok Ads,TT_Retention_Test,4,2,119.1,7,0.0,8,1,1,0,1,Churned
P00345,2026-03-08,United States,Android,Influencer Campaign,Creator_B,1,3,90.9,4,0.0,3,1,1,1,0,New/Casual
P00346,2026-01-18,South Korea,iOS,Organic,Organic,2,2,76.3,7,0.0,2,1,1,1,0,New/Casual
P00347,2026-01-25,India,Android,Organic,Organic,2,3,69.4,5,0.0,6,1,1,0,1,Churned
P00348,2026-02-23,Brazil,iOS,Organic,Organic,9,13,260.6,20,0.0,24,1,1,1,0,Loyal/Engaged
P00349,2026-02-27,Brazil,iOS,Google Ads,GAds_Display,3,4,111.7,9,0.0,13,1,1,0,1,Churned
P00350,2026-03-08,Germany,iOS,App Store Search,Store_Search_Generic,1,4,116.8,9,0.0,6,1,1,0,1,Churned
P00351,2026-02-15,South Korea,iOS,Organic,Organic,3,4,84.9,6,0.0,16,1,1,1,0,New/Casual
P00352,2026-01-24,Nigeria,iOS,Influencer Campaign,Creator_C,8,10,212.4,17,0.0,31,1,1,1,0,Loyal/Engaged
P00353,2026-02-01,Canada,iOS,Google Ads,GAds_Display,1,1,56.1,6,0.0,3,1,0,0,1,At-Risk Early Drop-off
P00354,2026-02-16,United Kingdom,PC,Influencer Campaign,Creator_A,1,3,95.6,6,0.0,6,1,1,0,1,Churned
P00355,2026-03-27,India,Android,TikTok Ads,TT_Launch_Boost,6,3,96.3,6,0.0,5,1,1,0,1,Churned
P00356,2026-01-23,Brazil,Android,Influencer Campaign,Creator_B,1,0,10.1,2,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00357,2026-03-07,Canada,Android,Facebook Ads,FB_Lookalike,1,1,71.8,4,0.0,1,1,0,0,1,At-Risk Early Drop-off
P00358,2026-01-27,United Kingdom,PC,Organic,Organic,6,17,249.1,18,0.0,29,1,1,1,0,Loyal/Engaged
P00359,2026-01-02,India,Android,Organic,Organic,1,3,111.1,5,0.0,4,1,1,1,0,New/Casual
P00360,2026-03-31,United Kingdom,Android,Influencer Campaign,Creator_A,8,8,191.1,12,0.0,15,1,1,0,1,Churned
P00361,2026-01-17,Brazil,iOS,App Store Search,Store_Search_Brand,4,1,40.3,5,0.0,1,1,0,0,1,At-Risk Early Drop-off
P00362,2026-02-02,South Korea,iOS,Organic,Organic,5,6,135.0,10,9.99,12,1,1,1,0,High-Value Retained
P00363,2026-01-09,Canada,iOS,Facebook Ads,FB_Retargeting,3,2,92.5,6,0.0,2,1,1,0,1,Churned
P00364,2026-02-12,United States,Android,App Store Search,Store_Search_Generic,1,3,65.7,7,0.0,4,1,1,1,0,New/Casual
P00365,2026-02-17,Brazil,Android,Influencer Campaign,Creator_C,4,5,127.5,7,1.99,11,1,1,1,0,High-Value Retained
P00366,2026-02-08,India,iOS,App Store Search,Store_Search_Brand,7,15,289.5,18,0.0,36,1,1,1,0,Loyal/Engaged
P00367,2026-02-11,Germany,iOS,Facebook Ads,FB_Interest_Gaming,3,4,101.9,9,49.99,12,1,1,1,0,High-Value Retained
P00368,2026-01-26,South Korea,Android,TikTok Ads,TT_Gameplay_Clips,3,6,107.6,9,0.0,19,1,1,0,1,Churned
P00369,2026-02-19,United Kingdom,iOS,TikTok Ads,TT_Launch_Boost,3,3,87.5,6,0.0,9,1,1,0,1,Churned
P00370,2026-01-25,Nigeria,Android,TikTok Ads,TT_Gameplay_Clips,1,8,174.4,14,0.0,6,1,1,1,0,Loyal/Engaged
P00371,2026-01-24,Brazil,Android,Facebook Ads,FB_Retargeting,2,4,141.1,10,0.0,12,1,1,0,1,Churned
P00372,2026-01-13,India,Android,Facebook Ads,FB_Retargeting,4,3,52.5,6,0.0,8,1,1,0,1,Churned
P00373,2026-03-01,United Kingdom,Android,Organic,Organic,10,6,214.3,17,0.0,17,1,1,0,1,Churned
P00374,2026-01-07,India,Android,Influencer Campaign,Creator_B,1,3,85.3,9,0.0,6,1,1,0,1,Churned
P00375,2026-02-26,Germany,Android,Facebook Ads,FB_Lookalike,3,4,130.1,11,0.0,9,1,1,1,0,New/Casual
P00376,2026-02-05,Canada,Android,Google Ads,GAds_Search,2,0,37.2,4,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00377,2026-02-14,United Kingdom,Android,Google Ads,GAds_AppInstall,2,2,30.8,5,0.0,4,1,1,0,1,Churned
P00378,2026-01-20,India,iOS,Google Ads,GAds_Search,1,2,81.6,7,0.0,4,1,1,0,1,Churned
P00379,2026-03-06,United Kingdom,iOS,Organic,Organic,1,1,31.5,1,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00380,2026-01-08,United States,iOS,Organic,Organic,1,2,32.3,4,0.0,4,1,1,0,1,Churned
P00381,2026-01-16,United States,Android,Organic,Organic,5,12,186.0,13,0.0,21,1,1,1,0,Loyal/Engaged
P00382,2026-01-14,Japan,Android,Organic,Organic,3,3,110.0,9,0.0,11,1,1,1,0,New/Casual
P00383,2026-03-17,France,Android,TikTok Ads,TT_Launch_Boost,2,2,78.5,6,0.0,2,1,1,0,1,Churned
P00384,2026-03-28,India,iOS,Google Ads,GAds_Search,2,6,142.6,8,4.99,12,1,1,0,1,Churned
P00385,2026-01-15,United States,iOS,Organic,Organic,8,4,163.7,12,0.0,6,1,1,1,0,New/Casual
P00386,2026-03-07,France,PC,Influencer Campaign,Creator_C,3,8,144.5,7,0.0,16,1,1,1,0,Loyal/Engaged
P00387,2026-02-01,Germany,iOS,TikTok Ads,TT_Launch_Boost,10,14,281.2,21,0.0,26,1,1,1,0,Loyal/Engaged
P00388,2026-03-28,India,Android,App Store Search,Store_Search_Generic,3,7,130.2,9,4.99,13,1,1,1,0,High-Value Retained
P00389,2026-03-04,Japan,Android,App Store Search,Store_Search_Generic,3,1,65.7,6,0.0,4,1,0,1,0,At-Risk Early Drop-off
P00390,2026-03-27,United Kingdom,Android,Organic,Organic,2,2,50.8,6,0.0,6,1,1,0,1,Churned
P00391,2026-02-20,France,iOS,Google Ads,GAds_Search,5,0,84.8,8,1.99,0,1,0,0,1,At-Risk Early Drop-off
P00392,2026-01-25,United Kingdom,iOS,Organic,Organic,3,2,109.9,5,0.0,7,1,1,0,1,Churned
P00393,2026-02-27,Germany,iOS,Google Ads,GAds_Search,7,20,310.6,21,0.0,59,1,1,1,0,Loyal/Engaged
P00394,2026-03-04,United States,Android,Google Ads,GAds_Search,5,1,119.0,9,0.0,2,1,1,0,1,Churned
P00395,2026-03-03,United States,Android,Organic,Organic,4,6,141.8,9,0.0,15,1,1,0,1,Churned
P00396,2026-01-22,United States,iOS,Google Ads,GAds_AppInstall,2,1,69.0,4,0.0,1,1,0,1,0,At-Risk Early Drop-off
P00397,2026-02-27,France,Android,Organic,Organic,7,9,156.5,10,0.0,18,1,1,0,1,Churned
P00398,2026-02-27,United States,Android,Organic,Organic,8,10,173.8,9,0.0,13,1,1,0,1,Churned
P00399,2026-03-27,Brazil,iOS,Facebook Ads,FB_Interest_Gaming,2,3,90.6,10,0.0,4,1,1,0,1,Churned
P00400,2026-02-18,Canada,Android,TikTok Ads,TT_Gameplay_Clips,0,4,102.7,11,1.99,6,0,1,0,1,Churned
P00401,2026-02-21,United Kingdom,Android,Google Ads,GAds_Search,8,14,250.2,17,0.0,27,1,1,0,1,Churned
P00402,2026-02-11,India,iOS,TikTok Ads,TT_Launch_Boost,1,0,84.8,6,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00403,2026-03-11,United States,iOS,App Store Search,Store_Search_Generic,2,1,81.4,6,9.99,3,1,0,1,0,High-Value Retained
P00404,2026-01-15,Canada,Android,Organic,Organic,2,3,64.3,7,0.0,6,1,1,0,1,Churned
P00405,2026-02-23,France,Android,Google Ads,GAds_AppInstall,6,5,143.8,14,0.0,12,1,1,1,0,Loyal/Engaged
P00406,2026-03-01,United States,Android,Facebook Ads,FB_Lookalike,6,3,180.9,11,0.0,5,1,1,1,0,New/Casual
P00407,2026-01-08,United Kingdom,Android,TikTok Ads,TT_Gameplay_Clips,8,6,139.9,8,0.0,7,1,1,0,1,Churned
P00408,2026-02-22,United States,Android,App Store Search,Store_Search_Generic,6,7,180.2,15,0.0,15,1,1,1,0,Loyal/Engaged
P00409,2026-03-01,South Korea,iOS,Facebook Ads,FB_Retargeting,1,6,106.9,4,0.0,13,1,1,0,1,Churned
P00410,2026-01-05,France,Android,Facebook Ads,FB_Interest_Gaming,3,9,184.7,10,0.0,18,1,1,1,0,Loyal/Engaged
P00411,2026-03-09,France,Android,Facebook Ads,FB_Retargeting,5,2,130.7,9,0.0,2,1,1,0,1,Churned
P00412,2026-01-06,France,iOS,App Store Search,Store_Search_Brand,1,0,33.3,1,0.0,0,1,0,0,1,At-Risk Early Drop-off
P00413,2026-02-16,United States,Android,App Store Search,Store_Search_Brand,9,6,207.0,16,0.0,11,1,1,0,1,Churned
P00414,2026-02-24,Canada,Android,Facebook Ads,FB_Interest_Gaming,6,3,174.5,13,0.0,9,1,1,0,1,Churned
P00415,2026-02-09,Brazil,iOS,Facebook Ads,FB_Lookalike,10,7,200.7,12,0.0,15,1,1,0,1,Churned
P00416,2026-02-21,United Kingdom,PC,Organic,Organic,3,4,126.6,12,0.0,9,1,1,0,1,Churned
P00417,2026-01-16,United States,iOS,Organic,Organic,0,1,32.2,7,49.99,2,0,0,1,0,High-Value Retained
P00418,2026-01-13,United States,iOS,Google Ads,GAds_Search,8,5,159.5,11,4.99,14,1,1,1,0,High-Value Retained
P00419,2026-01-30,Canada,iOS,Organic,Organic,7,9,194.6,12,0.0,19,1,1,0,1,Churned
P00420,2026-01-19,South Korea,Android,Google Ads,GAds_AppInstall,3,2,102.9,12,4.99,5,1,1,0,1,Churned
P00421,2026-01-17,United Kingdom,Android,Organic,Organic,14,21,429.1,27,49.99,41,1,1,1,0,High-Value Retained
P00422,2026-03-04,Nigeria,iOS,TikTok Ads,TT_Gameplay_Clips,6,7,164.3,12,0.0,19,1,1,1,0,Loyal/Engaged
P00423,2026-01-19,United Kingdom,Android,Facebook Ads,FB_Interest_Gaming,4,5,165.3,14,0.0,9,1,1,0,1,Churned
P00424,2026-02-27,South Korea,iOS,App Store Search,Store_Search_Generic,4,8,201.3,14,1.99,16,1,1,1,0,High-Value Retained
P00425,2026-02-24,United Kingdom,Android,Organic,Organic,2,3,108.2,7,0.0,6,1,1,0,1,Churned
P00426,2026-03-31,Canada,Android,Google Ads,GAds_AppInstall,5,3,98.1,8,0.0,7,1,1,0,1,Churned
P00427,2026-03-31,Brazil,iOS,Influencer Campaign,Creator_C,5,2,83.7,9,0.0,2,1,1,0,1,Churned
P00428,2026-03-03,Brazil,PC,Organic,Organic,3,2,62.7,1,0.0,4,1,1,1,0,New/Casual
P00429,2026-01-23,Canada,iOS,Influencer Campaign,Creator_C,0,1,70.7,5,0.0,3,0,0,0,1,Churned
P00430,2026-01-09,United States,iOS,TikTok Ads,TT_Gameplay_Clips,3,4,76.7,9,0.0,6,1,1,1,0,New/Casual
P00431,2026-01-12,Canada,Android,TikTok Ads,TT_Launch_Boost,1,7,143.9,9,0.0,22,1,1,0,1,Churned
P00432,2026-01-01,United States,PC,App Store Search,Store_Search_Generic,5,5,108.0,11,0.0,9,1,1,1,0,Loyal/Engaged
P00433,2026-02-27,United States,iOS,Organic,Organic,1,2,87.6,10,1.99,5,1,1,0,1,Churned
